No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,is_rain
13874,2014,9,30,1,23.0,56.0,17.0,44.0,1000.0,11.0,11.6,1024.7,1.8,0.0,1.3,False
13875,2014,9,30,2,18.0,34.0,14.0,35.0,800.0,20.0,11.2,1024.6,1.4,0.0,0.9,False
13876,2014,9,30,3,21.0,33.0,14.0,36.0,800.0,19.0,11.0,1024.6,0.4,0.0,1.4,False
13877,2014,9,30,4,14.0,21.0,12.0,30.0,700.0,27.0,10.9,1024.9,0.3,0.0,1.2,False
13878,2014,9,30,5,15.0,18.0,12.0,35.0,600.0,25.0,10.8,1024.9,-0.7,0.0,1.4,False
13879,2014,9,30,6,15.0,27.0,12.0,38.0,700.0,21.0,10.9,1025.1,0.0,0.0,0.9,False
13880,2014,9,30,7,15.0,18.0,11.0,31.0,600.0,29.0,11.3,1024.9,0.4,0.0,0.8,False
13881,2014,9,30,8,13.0,18.0,11.0,38.0,600.0,25.0,11.6,1025.2,0.1,0.0,1.2,False
13882,2014,9,30,9,11.0,34.0,10.0,43.0,600.0,20.0,12.0,1025.2,0.1,0.0,1.6,False
13883,2014,9,30,10,23.0,33.0,13.0,45.0,600.0,19.0,12.8,1024.1,0.5,0.0,1.1,False
13884,2014,9,30,11,26.0,39.0,11.0,39.0,600.0,27.0,13.5,1023.1,-1.3,0.0,2.7,False
13885,2014,9,30,12,21.0,34.0,11.0,38.0,600.0,31.0,14.5,1021.9,-1.6,0.0,2.2,False
13886,2014,9,30,13,22.0,22.0,10.0,29.0,400.0,46.0,14.9,1020.7,-0.8,0.0,2.0,False
13887,2014,9,30,14,18.0,39.0,9.0,28.0,400.0,53.0,15.6,1019.5,0.9,0.0,1.2,False
13888,2014,9,30,15,21.0,37.0,8.0,28.0,400.0,59.0,15.3,1018.9,-0.1,0.0,2.2,False
13889,2014,9,30,16,27.0,44.0,7.0,30.0,400.0,60.0,14.9,1018.6,0.7,0.0,2.3,False
13890,2014,9,30,17,19.0,44.0,6.0,28.0,400.0,55.0,13.8,1018.2,1.1,0.0,1.7,False
13892,2014,9,30,19,9.0,58.0,4.0,36.0,500.0,41.0,12.5,1018.0,2.9,0.0,1.2,False
13893,2014,9,30,20,29.0,57.0,4.0,47.0,600.0,23.0,12.3,1017.8,3.5,0.0,1.2,False
13894,2014,9,30,21,45.0,80.0,4.0,67.0,800.0,7.0,13.4,1017.7,2.9,0.0,1.3,False
13895,2014,9,30,22,43.0,81.0,6.0,75.0,900.0,2.0,13.4,1017.0,3.2,0.0,1.4,False
13896,2014,9,30,23,52.0,104.0,9.0,79.0,1000.0,3.0,12.9,1016.4,4.1,0.0,1.9,False
13897,2014,10,1,0,65.0,120.0,9.0,77.0,1000.0,2.0,13.1,1015.8,4.0,0.0,1.5,False
13898,2014,10,1,1,77.0,118.0,10.0,74.0,1000.0,3.0,12.8,1015.2,5.2,0.0,1.0,False
13899,2014,10,1,2,74.0,137.0,9.0,69.0,900.0,4.0,12.1,1014.3,5.7,0.0,1.0,False
13900,2014,10,1,3,81.0,137.0,8.0,65.0,900.0,2.0,12.0,1013.8,5.8,0.0,1.0,False
13901,2014,10,1,4,75.0,96.0,7.0,71.0,800.0,2.0,11.9,1013.5,6.2,0.0,0.7,False
13902,2014,10,1,5,73.0,126.0,7.0,67.0,800.0,2.0,11.8,1013.6,6.3,0.0,1.2,False
13903,2014,10,1,6,68.0,127.0,7.0,67.0,900.0,2.0,11.7,1013.7,6.6,0.0,0.9,False
13904,2014,10,1,7,56.0,118.0,7.0,63.0,900.0,2.0,12.2,1013.5,7.1,0.0,0.9,False
13905,2014,10,1,8,62.0,107.0,7.0,61.0,900.0,2.0,12.9,1013.3,7.8,0.0,0.0,False
13906,2014,10,1,9,63.0,125.0,7.0,63.0,1000.0,2.0,14.0,1013.1,8.2,0.0,1.0,False
13907,2014,10,1,10,68.0,129.0,8.0,65.0,1100.0,2.0,14.2,1012.5,7.9,0.0,1.1,False
13908,2014,10,1,11,82.0,131.0,10.0,74.0,1200.0,4.0,13.9,1011.8,7.9,0.0,1.8,False
13909,2014,10,1,12,83.0,137.0,10.0,78.0,1300.0,5.0,13.2,1011.3,8.7,0.0,1.4,False
13910,2014,10,1,13,86.0,150.0,8.0,75.0,1400.0,5.0,10.6,1011.1,9.0,2.1,1.3,True
13911,2014,10,1,14,69.0,113.0,4.0,65.0,1100.0,3.0,10.5,1010.7,9.4,2.7,1.7,True
13912,2014,10,1,15,63.0,63.0,2.0,60.0,1000.0,3.0,10.8,1010.5,9.9,1.0,1.6,True
13913,2014,10,1,16,66.0,66.0,2.0,61.0,1300.0,2.0,10.9,1010.3,9.8,0.1,1.1,True
13914,2014,10,1,17,70.0,70.0,2.0,63.0,1400.0,2.0,11.0,1010.4,9.7,0.3,0.6,True
13915,2014,10,1,18,82.0,82.0,2.0,65.0,1400.0,2.0,11.0,1010.2,9.9,0.4,0.6,True
13916,2014,10,1,19,96.0,96.0,2.0,65.0,1400.0,2.0,11.1,1010.8,10.0,0.9,0.8,True
13917,2014,10,1,20,96.0,96.0,2.0,66.0,1400.0,2.0,11.0,1010.7,10.1,1.3,1.4,True
13918,2014,10,1,21,92.0,92.0,2.0,64.0,1300.0,2.0,11.0,1010.6,10.1,2.7,0.3,True
13919,2014,10,1,22,81.0,81.0,2.0,61.0,1300.0,2.0,11.0,1010.2,10.1,1.0,1.1,True
13920,2014,10,1,23,73.0,73.0,2.0,55.0,1100.0,2.0,11.1,1009.7,10.3,0.1,0.8,True
13921,2014,10,2,0,67.0,67.0,2.0,55.0,1100.0,2.0,10.9,1009.2,10.0,0.0,0.1,False
13922,2014,10,2,1,80.0,80.0,2.0,53.0,1000.0,2.0,10.2,1008.8,9.4,0.0,0.9,False
13923,2014,10,2,2,57.0,57.0,2.0,40.0,900.0,3.0,9.5,1008.6,9.0,0.0,1.0,False
13924,2014,10,2,3,58.0,58.0,2.0,33.0,900.0,2.0,9.0,1008.3,8.5,0.0,0.7,False
13925,2014,10,2,4,62.0,62.0,2.0,33.0,900.0,2.0,8.9,1008.3,8.6,0.1,0.0,True
13926,2014,10,2,5,54.0,54.0,2.0,31.0,900.0,2.0,8.9,1008.7,8.8,0.0,0.7,False
13927,2014,10,2,6,52.0,52.0,2.0,31.0,1000.0,2.0,9.4,1008.7,9.3,0.0,0.6,False
13928,2014,10,2,7,58.0,58.0,2.0,29.0,1100.0,2.0,11.1,1009.3,10.9,0.0,0.7,False
13929,2014,10,2,8,54.0,54.0,2.0,30.0,1100.0,2.0,13.1,1009.3,10.6,0.0,0.4,False
13930,2014,10,2,9,62.0,62.0,2.0,49.0,1100.0,4.0,15.0,1009.1,10.8,0.0,1.3,False
13931,2014,10,2,10,67.0,67.0,3.0,54.0,1000.0,8.0,16.6,1008.8,11.3,0.0,1.3,False
13932,2014,10,2,11,72.0,72.0,5.0,66.0,1100.0,11.0,19.2,1008.3,10.7,0.0,2.0,False
13933,2014,10,2,12,69.0,69.0,12.0,63.0,1100.0,22.0,20.8,1007.7,10.6,0.0,2.4,False
13934,2014,10,2,13,60.0,60.0,13.0,64.0,1000.0,28.0,20.9,1007.3,8.8,0.0,2.8,False
13935,2014,10,2,14,80.0,80.0,9.0,66.0,1000.0,43.0,22.2,1007.5,9.7,0.0,1.8,False
13936,2014,10,2,15,72.0,72.0,5.0,58.0,800.0,50.0,21.9,1007.6,9.4,0.0,1.7,False
13937,2014,10,2,16,52.0,52.0,4.0,53.0,800.0,47.0,21.1,1008.3,9.7,0.0,2.3,False
13938,2014,10,2,17,55.0,55.0,4.0,53.0,800.0,54.0,18.2,1008.9,12.6,0.0,0.5,False
13939,2014,10,2,18,53.0,53.0,2.0,51.0,800.0,37.0,15.2,1009.6,13.2,0.0,1.0,False
13940,2014,10,2,19,55.0,55.0,2.0,54.0,800.0,16.0,14.2,1010.4,12.9,0.0,0.6,False
13941,2014,10,2,20,68.0,68.0,2.0,52.0,1000.0,2.0,14.6,1011.1,13.3,0.0,1.1,False
13942,2014,10,2,21,81.0,81.0,2.0,51.0,1200.0,2.0,13.1,1011.6,12.3,0.0,1.2,False
13943,2014,10,2,22,80.0,80.0,2.0,54.0,1500.0,2.0,12.5,1011.8,11.9,0.0,1.0,False
13944,2014,10,2,23,77.0,77.0,2.0,49.0,1400.0,2.0,11.7,1012.0,11.2,0.0,0.4,False
13945,2014,10,3,0,77.0,77.0,2.0,42.0,1500.0,2.0,12.2,1012.5,11.9,0.0,1.0,False
13946,2014,10,3,1,83.0,83.0,2.0,33.0,1400.0,2.0,11.5,1012.6,11.0,0.0,1.4,False
13947,2014,10,3,2,83.0,83.0,2.0,28.0,1300.0,2.0,12.3,1012.6,12.0,0.0,0.9,False
13948,2014,10,3,3,80.0,80.0,2.0,34.0,1300.0,2.0,12.7,1012.9,12.1,0.0,0.9,False
13949,2014,10,3,4,76.0,76.0,2.0,53.0,1500.0,2.0,13.1,1013.3,12.3,0.0,0.8,False
13950,2014,10,3,5,137.0,137.0,2.0,68.0,1800.0,2.0,13.1,1013.3,11.8,0.0,0.9,False
13951,2014,10,3,6,144.0,144.0,3.0,70.0,1900.0,2.0,13.3,1013.8,11.5,0.0,0.9,False
13952,2014,10,3,7,157.0,157.0,7.0,69.0,2300.0,2.0,13.5,1014.7,11.4,0.0,1.0,False
13953,2014,10,3,8,134.0,134.0,10.0,64.0,2500.0,3.0,13.5,1014.9,10.8,0.0,1.1,False
13954,2014,10,3,9,135.0,135.0,11.0,62.0,2700.0,3.0,14.2,1015.2,11.2,0.0,0.2,False
13955,2014,10,3,10,136.0,136.0,12.0,63.0,2700.0,4.0,14.5,1014.6,11.1,0.0,0.7,False
13980,2014,10,4,11,56.0,56.0,3.0,37.0,1100.0,44.0,15.5,1014.9,12.4,0.0,0.6,False
13981,2014,10,4,12,75.0,75.0,3.0,38.0,1000.0,41.0,15.8,1014.5,12.7,0.0,0.5,False
13982,2014,10,4,13,76.0,76.0,3.0,41.0,900.0,47.0,16.0,1014.1,12.7,0.0,1.0,False
13983,2014,10,4,14,80.0,80.0,3.0,43.0,900.0,57.0,16.1,1014.4,13.0,0.0,2.7,False
13984,2014,10,4,15,86.0,92.0,3.0,59.0,1100.0,39.0,15.6,1014.5,13.6,0.0,2.0,False
13985,2014,10,4,16,86.0,92.0,2.0,65.0,1200.0,30.0,15.4,1015.1,13.2,0.0,1.1,False
13986,2014,10,4,17,86.0,92.0,3.0,61.0,1200.0,33.0,15.3,1015.8,13.7,0.0,0.7,False
13987,2014,10,4,18,86.0,92.0,2.0,64.0,1100.0,27.0,14.5,1016.6,13.2,0.0,0.5,False
13988,2014,10,4,19,96.0,96.0,2.0,67.0,1100.0,22.0,13.7,1017.5,12.9,0.0,0.8,False
13989,2014,10,4,20,87.0,90.0,2.0,63.0,1100.0,6.0,14.1,1018.3,13.6,0.0,1.2,False
13990,2014,10,4,21,88.0,89.0,2.0,62.0,1200.0,12.0,14.1,1018.9,13.0,0.0,2.2,False
13991,2014,10,4,22,88.0,89.0,2.0,46.0,1300.0,13.0,13.5,1018.9,12.7,0.0,1.0,False
13992,2014,10,4,23,56.0,56.0,2.0,49.0,1400.0,3.0,13.7,1018.7,12.8,0.0,0.7,False
13993,2014,10,5,0,54.0,54.0,2.0,48.0,1600.0,2.0,13.5,1018.5,12.6,0.0,0.7,False
13994,2014,10,5,1,54.0,54.0,2.0,48.0,1600.0,2.0,12.3,1018.5,11.7,0.0,0.3,False
13995,2014,10,5,2,59.0,59.0,2.0,42.0,1400.0,2.0,12.4,1018.4,11.9,0.0,1.3,False
13996,2014,10,5,3,59.0,59.0,2.0,40.0,1200.0,2.0,12.3,1018.5,12.0,0.0,1.0,False
13997,2014,10,5,4,58.0,58.0,2.0,28.0,1200.0,2.0,12.2,1019.0,11.9,0.0,1.7,False
13998,2014,10,5,5,54.0,54.0,2.0,31.0,1200.0,2.0,11.7,1019.8,11.4,0.0,1.2,False
13999,2014,10,5,6,50.0,50.0,2.0,33.0,1300.0,2.0,11.9,1020.2,11.4,0.0,1.6,False
14000,2014,10,5,7,52.0,52.0,2.0,45.0,1300.0,2.0,13.7,1020.8,8.7,0.0,3.3,False
14001,2014,10,5,8,43.0,43.0,2.0,55.0,1100.0,8.0,16.1,1021.1,5.1,0.0,1.5,False
14002,2014,10,5,9,34.0,34.0,3.0,42.0,700.0,29.0,17.4,1020.8,4.0,0.0,2.9,False
14003,2014,10,5,10,7.0,7.0,2.0,33.0,400.0,51.0,18.5,1020.6,3.9,0.0,2.4,False
14004,2014,10,5,11,7.0,7.0,2.0,28.0,300.0,59.0,19.3,1020.3,3.4,0.0,2.8,False
14005,2014,10,5,12,10.0,10.0,3.0,28.0,300.0,63.0,19.6,1019.8,2.9,0.0,3.1,False
14006,2014,10,5,13,19.0,19.0,2.0,25.0,300.0,70.0,19.7,1019.4,3.0,0.0,3.1,False
14007,2014,10,5,14,5.0,5.0,2.0,26.0,400.0,72.0,19.9,1019.4,3.1,0.0,3.1,False
14008,2014,10,5,15,11.0,11.0,2.0,28.0,400.0,72.0,20.6,1019.6,1.9,0.0,2.7,False
14009,2014,10,5,16,15.0,15.0,2.0,27.0,400.0,74.0,19.5,1020.0,1.0,0.0,3.3,False
14010,2014,10,5,17,11.0,11.0,2.0,32.0,400.0,68.0,16.1,1020.5,3.8,0.0,1.1,False
14011,2014,10,5,18,19.0,19.0,2.0,41.0,400.0,58.0,12.4,1021.3,5.5,0.0,0.6,False
14012,2014,10,5,19,12.0,12.0,2.0,57.0,500.0,36.0,11.2,1022.0,6.5,0.0,0.5,False
14013,2014,10,5,20,16.0,16.0,2.0,55.0,500.0,14.0,10.1,1022.5,7.7,0.0,0.0,False
14014,2014,10,5,21,14.0,14.0,2.0,59.0,500.0,3.0,9.5,1022.7,7.9,0.0,0.0,False
14015,2014,10,5,22,24.0,24.0,2.0,64.0,700.0,2.0,8.4,1022.8,6.7,0.0,0.0,False
14016,2014,10,5,23,26.0,26.0,2.0,62.0,900.0,2.0,8.2,1022.9,7.0,0.0,0.9,False
14017,2014,10,6,0,33.0,33.0,2.0,53.0,800.0,2.0,7.8,1023.0,6.9,0.0,0.0,False
14018,2014,10,6,1,31.0,31.0,2.0,52.0,800.0,2.0,7.1,1022.9,5.9,0.0,0.9,False
14019,2014,10,6,2,30.0,30.0,2.0,55.0,700.0,2.0,6.6,1022.5,5.7,0.0,0.4,False
14020,2014,10,6,3,23.0,23.0,2.0,50.0,600.0,2.0,6.2,1022.3,5.5,0.0,0.8,False
14021,2014,10,6,4,13.0,13.0,2.0,48.0,500.0,2.0,5.8,1022.3,5.2,0.0,0.5,False
14022,2014,10,6,5,17.0,17.0,2.0,48.0,500.0,2.0,5.6,1022.7,4.9,0.0,0.1,False
14023,2014,10,6,6,17.0,17.0,2.0,41.0,500.0,2.0,6.8,1023.1,5.7,0.0,0.7,False
14024,2014,10,6,7,19.0,19.0,2.0,44.0,500.0,2.0,11.4,1023.2,4.8,0.0,1.1,False
14025,2014,10,6,8,15.0,15.0,2.0,53.0,500.0,2.0,13.8,1023.5,3.0,0.0,1.8,False
14026,2014,10,6,9,17.0,17.0,2.0,58.0,500.0,10.0,16.1,1023.2,4.2,0.0,1.3,False
14027,2014,10,6,10,14.0,14.0,2.0,57.0,500.0,17.0,17.9,1022.0,3.4,0.0,1.0,False
14028,2014,10,6,11,21.0,21.0,2.0,61.0,500.0,21.0,19.4,1020.9,0.9,0.0,1.5,False
14029,2014,10,6,12,26.0,26.0,2.0,59.0,400.0,31.0,20.4,1019.7,0.2,0.0,2.1,False
14030,2014,10,6,13,13.0,13.0,3.0,44.0,400.0,59.0,20.6,1018.4,-0.7,0.0,1.4,False
14031,2014,10,6,14,18.0,18.0,2.0,42.0,300.0,69.0,21.0,1017.5,0.2,0.0,2.4,False
14032,2014,10,6,15,15.0,15.0,2.0,23.0,200.0,90.0,20.5,1016.8,1.3,0.0,3.0,False
14033,2014,10,6,16,7.0,7.0,2.0,23.0,200.0,97.0,19.7,1016.6,1.1,0.0,1.6,False
14034,2014,10,6,17,26.0,26.0,2.0,27.0,300.0,99.0,18.6,1016.4,3.6,0.0,1.8,False
14035,2014,10,6,18,21.0,21.0,3.0,36.0,400.0,97.0,15.5,1016.8,6.2,0.0,0.9,False
14036,2014,10,6,19,40.0,40.0,3.0,54.0,500.0,70.0,14.9,1017.0,5.9,0.0,1.2,False
14037,2014,10,6,20,55.0,55.0,3.0,74.0,700.0,39.0,15.1,1017.1,4.7,0.0,1.4,False
14038,2014,10,6,21,68.0,68.0,3.0,82.0,800.0,25.0,14.7,1017.1,4.9,0.0,1.3,False
14039,2014,10,6,22,84.0,84.0,3.0,87.0,800.0,17.0,14.0,1016.9,6.1,0.0,1.4,False
14040,2014,10,6,23,95.0,95.0,3.0,113.0,1000.0,3.0,11.8,1016.4,7.9,0.0,1.1,False
14041,2014,10,7,0,94.0,94.0,3.0,108.0,1000.0,3.0,11.1,1016.1,7.4,0.0,0.6,False
14042,2014,10,7,1,76.0,127.0,3.0,90.0,800.0,3.0,10.4,1016.1,7.5,0.0,0.8,False
14043,2014,10,7,2,76.0,93.0,2.0,78.0,800.0,3.0,9.9,1015.9,7.1,0.0,0.8,False
14044,2014,10,7,3,79.0,85.0,2.0,74.0,900.0,2.0,9.3,1015.9,7.2,0.0,0.6,False
14045,2014,10,7,4,84.0,99.0,2.0,65.0,900.0,3.0,8.5,1016.1,7.3,0.0,0.0,False
14046,2014,10,7,5,72.0,93.0,2.0,67.0,900.0,2.0,8.3,1016.4,7.2,0.0,0.9,False
14047,2014,10,7,6,65.0,110.0,2.0,72.0,1000.0,2.0,8.4,1016.7,7.5,0.0,0.9,False
14048,2014,10,7,7,70.0,109.0,2.0,63.0,1100.0,2.0,11.4,1017.2,7.1,0.0,1.3,False
14049,2014,10,7,8,68.0,101.0,2.0,61.0,1300.0,2.0,12.9,1017.5,6.7,0.0,1.6,False
14050,2014,10,7,9,69.0,93.0,10.0,84.0,1300.0,4.0,14.8,1017.2,6.9,0.0,2.1,False
14051,2014,10,7,10,72.0,106.0,15.0,86.0,1300.0,8.0,16.3,1016.6,7.8,0.0,1.4,False
14052,2014,10,7,11,80.0,118.0,16.0,92.0,1300.0,14.0,17.8,1016.0,8.6,0.0,1.7,False
14053,2014,10,7,12,101.0,141.0,18.0,104.0,1300.0,22.0,19.2,1015.0,8.5,0.0,0.7,False
14054,2014,10,7,13,125.0,166.0,23.0,130.0,1400.0,25.0,20.0,1014.6,8.0,0.0,1.4,False
14055,2014,10,7,14,149.0,185.0,27.0,117.0,1400.0,62.0,20.6,1014.0,9.2,0.0,0.4,False
14056,2014,10,7,15,169.0,217.0,31.0,110.0,1400.0,89.0,20.6,1013.8,8.2,0.0,1.1,False
14057,2014,10,7,16,183.0,233.0,30.0,117.0,1400.0,105.0,19.7,1013.8,8.7,0.0,1.0,False
14058,2014,10,7,17,184.0,206.0,29.0,68.0,1100.0,156.0,16.4,1014.2,10.9,0.0,1.1,False
14059,2014,10,7,18,175.0,212.0,16.0,52.0,1100.0,117.0,14.1,1014.6,10.7,0.0,0.6,False
14060,2014,10,7,19,171.0,182.0,4.0,55.0,1300.0,61.0,13.2,1014.9,10.9,0.0,0.4,False
14061,2014,10,7,20,184.0,190.0,2.0,68.0,1500.0,23.0,12.4,1015.2,10.6,0.0,0.0,False
14062,2014,10,7,21,202.0,204.0,2.0,97.0,1800.0,5.0,12.1,1015.6,10.8,0.0,0.0,False
14063,2014,10,7,22,203.0,203.0,2.0,94.0,2000.0,3.0,12.2,1015.5,11.4,0.0,1.1,False
14064,2014,10,7,23,216.0,219.0,2.0,96.0,2200.0,3.0,12.0,1015.4,11.2,0.0,1.2,False
14065,2014,10,8,0,224.0,224.0,2.0,85.0,2600.0,4.0,12.6,1015.5,11.0,0.0,1.0,False
14066,2014,10,8,1,240.0,240.0,2.0,90.0,3000.0,4.0,11.7,1015.7,10.6,0.0,0.7,False
14067,2014,10,8,2,234.0,243.0,2.0,102.0,3000.0,4.0,11.5,1015.5,10.6,0.0,0.6,False
14068,2014,10,8,3,221.0,229.0,2.0,85.0,2800.0,4.0,11.8,1015.2,10.9,0.0,0.9,False
14069,2014,10,8,4,223.0,241.0,2.0,91.0,2400.0,3.0,12.1,1015.4,10.5,0.0,0.8,False
14070,2014,10,8,5,225.0,233.0,2.0,100.0,1900.0,3.0,12.2,1015.5,10.3,0.0,0.9,False
14071,2014,10,8,6,205.0,214.0,3.0,92.0,1800.0,2.0,12.6,1016.1,10.8,0.0,1.5,False
14072,2014,10,8,7,206.0,226.0,4.0,101.0,1600.0,2.0,12.8,1016.8,11.2,0.6,2.5,True
14073,2014,10,8,8,189.0,213.0,2.0,88.0,1600.0,2.0,13.3,1016.5,11.7,0.3,1.2,True
14074,2014,10,8,9,198.0,203.0,2.0,101.0,1800.0,3.0,15.4,1016.6,11.8,0.0,0.9,False
14075,2014,10,8,10,218.0,218.0,9.0,108.0,2300.0,5.0,16.2,1016.3,11.4,0.0,1.2,False
14076,2014,10,8,11,247.0,247.0,17.0,121.0,2600.0,13.0,16.2,1015.7,13.1,0.1,1.6,True
14077,2014,10,8,12,265.0,265.0,18.0,137.0,2700.0,14.0,17.7,1014.9,12.4,0.0,1.1,False
14078,2014,10,8,13,272.0,272.0,17.0,141.0,2600.0,18.0,18.7,1013.9,12.2,0.0,2.1,False
14080,2014,10,8,15,196.0,196.0,35.0,146.0,2500.0,51.0,19.3,1013.0,13.7,0.0,1.1,False
14081,2014,10,8,16,308.0,308.0,23.0,151.0,2500.0,48.0,18.4,1013.0,14.5,0.0,0.9,False
14082,2014,10,8,17,327.0,327.0,16.0,146.0,2500.0,41.0,17.1,1013.4,14.0,0.0,1.1,False
14083,2014,10,8,18,319.0,319.0,7.0,148.0,2400.0,15.0,15.2,1014.0,13.7,0.0,0.4,False
14084,2014,10,8,19,316.0,316.0,2.0,124.0,2600.0,4.0,14.6,1014.3,13.8,0.0,0.0,False
14085,2014,10,8,20,302.0,302.0,2.0,104.0,2900.0,4.0,14.1,1014.5,13.5,0.0,0.0,False
14086,2014,10,8,21,290.0,290.0,2.0,84.0,3000.0,3.0,13.6,1014.9,13.0,0.0,0.0,False
14087,2014,10,8,22,293.0,293.0,2.0,98.0,3500.0,4.0,13.2,1014.8,12.9,0.0,0.0,False
14088,2014,10,8,23,311.0,311.0,2.0,107.0,3400.0,4.0,12.8,1014.7,12.5,0.0,0.0,False
14089,2014,10,9,0,280.0,280.0,2.0,69.0,2900.0,3.0,12.5,1014.5,12.2,0.0,0.0,False
14090,2014,10,9,1,280.0,280.0,2.0,83.0,2800.0,3.0,12.2,1014.5,11.9,0.0,0.0,False
14091,2014,10,9,2,269.0,269.0,2.0,67.0,2700.0,3.0,12.2,1014.4,11.9,0.0,1.1,False
14092,2014,10,9,3,240.0,240.0,2.0,54.0,2600.0,4.0,11.9,1014.5,11.6,0.0,0.8,False
14093,2014,10,9,4,227.0,227.0,2.0,49.0,2500.0,2.0,11.5,1014.7,11.2,0.0,0.0,False
14094,2014,10,9,5,228.0,228.0,2.0,49.0,2500.0,2.0,11.2,1015.2,11.0,0.0,0.0,False
14095,2014,10,9,6,232.0,232.0,2.0,45.0,2100.0,2.0,11.8,1015.7,11.6,0.0,1.1,False
14096,2014,10,9,7,238.0,238.0,2.0,51.0,2000.0,2.0,13.1,1016.3,12.9,0.0,0.3,False
14097,2014,10,9,8,254.0,254.0,2.0,73.0,2200.0,2.0,14.3,1016.7,13.7,0.0,1.2,False
14098,2014,10,9,9,275.0,275.0,4.0,96.0,2500.0,2.0,16.2,1016.9,13.9,0.0,1.5,False
14099,2014,10,9,10,303.0,303.0,9.0,128.0,2600.0,3.0,17.7,1016.6,13.6,0.0,1.5,False
14100,2014,10,9,11,300.0,300.0,12.0,134.0,2500.0,7.0,19.0,1016.1,13.6,0.0,1.1,False
14101,2014,10,9,12,305.0,305.0,14.0,135.0,2300.0,22.0,20.1,1015.4,14.0,0.0,1.4,False
14102,2014,10,9,13,332.0,332.0,13.0,125.0,2200.0,49.0,21.0,1014.7,14.4,0.0,1.5,False
14103,2014,10,9,14,367.0,367.0,15.0,117.0,2200.0,86.0,21.6,1014.4,14.3,0.0,1.3,False
14104,2014,10,9,15,381.0,381.0,15.0,140.0,2300.0,83.0,21.3,1014.2,14.5,0.0,1.0,False
14106,2014,10,9,17,342.0,342.0,13.0,135.0,2100.0,86.0,17.4,1014.5,15.4,0.0,0.0,False
14107,2014,10,9,18,329.0,329.0,6.0,133.0,2100.0,30.0,16.2,1015.2,15.1,0.0,0.0,False
14108,2014,10,9,19,330.0,330.0,2.0,118.0,2200.0,6.0,15.4,1015.7,14.8,0.0,0.0,False
14109,2014,10,9,20,301.0,301.0,2.0,86.0,2300.0,2.0,14.7,1016.5,14.2,0.0,0.0,False
14110,2014,10,9,21,309.0,309.0,2.0,119.0,3000.0,3.0,14.4,1016.8,13.9,0.0,0.8,False
14111,2014,10,9,22,326.0,326.0,2.0,111.0,3100.0,2.0,14.2,1016.8,13.9,0.0,0.6,False
14112,2014,10,9,23,300.0,300.0,2.0,75.0,2800.0,2.0,13.5,1017.1,13.2,0.0,0.0,False
14113,2014,10,10,0,288.0,288.0,2.0,82.0,2900.0,2.0,13.5,1017.7,13.2,0.0,0.7,False
14114,2014,10,10,1,298.0,298.0,2.0,100.0,3100.0,2.0,13.5,1017.7,13.2,0.0,0.7,False
14115,2014,10,10,2,299.0,299.0,2.0,101.0,2800.0,2.0,13.2,1017.9,12.9,0.0,0.0,False
14116,2014,10,10,3,291.0,291.0,2.0,93.0,2400.0,2.0,12.7,1017.7,12.4,0.0,0.6,False
14117,2014,10,10,4,279.0,279.0,2.0,72.0,2000.0,2.0,12.1,1017.6,11.8,0.0,0.0,False
14118,2014,10,10,5,260.0,260.0,2.0,50.0,1900.0,2.0,11.9,1018.3,11.7,0.0,0.0,False
14119,2014,10,10,6,230.0,230.0,2.0,42.0,1800.0,2.0,13.3,1019.1,13.1,0.0,0.6,False
14120,2014,10,10,7,217.0,217.0,2.0,33.0,1700.0,2.0,14.0,1019.6,13.8,0.0,0.9,False
14121,2014,10,10,8,224.0,224.0,2.0,48.0,1900.0,2.0,15.1,1020.1,14.5,0.0,1.2,False
14122,2014,10,10,9,264.0,264.0,4.0,105.0,2200.0,2.0,16.7,1020.1,14.7,0.0,1.6,False
14123,2014,10,10,10,288.0,288.0,14.0,123.0,2600.0,6.0,18.4,1019.6,14.7,0.0,1.4,False
14124,2014,10,10,11,299.0,299.0,27.0,128.0,3000.0,18.0,20.3,1019.0,14.2,0.0,1.8,False
14125,2014,10,10,12,299.0,299.0,36.0,130.0,2600.0,44.0,21.1,1017.9,15.2,0.0,1.1,False
14126,2014,10,10,13,289.0,289.0,42.0,100.0,2400.0,96.0,22.0,1017.2,14.4,0.0,2.0,False
14127,2014,10,10,14,272.0,272.0,46.0,81.0,2100.0,137.0,22.2,1016.7,14.8,0.0,1.7,False
14128,2014,10,10,15,243.0,243.0,48.0,63.0,1900.0,166.0,22.0,1016.3,14.9,0.0,1.7,False
14129,2014,10,10,16,216.0,216.0,44.0,54.0,1800.0,181.0,21.3,1015.8,14.7,0.0,1.4,False
14130,2014,10,10,17,205.0,205.0,42.0,58.0,1800.0,190.0,19.0,1015.9,15.3,0.0,1.0,False
14131,2014,10,10,18,211.0,211.0,46.0,77.0,1900.0,171.0,16.9,1016.3,14.9,0.0,0.5,False
14132,2014,10,10,19,231.0,231.0,29.0,94.0,2200.0,94.0,16.2,1016.5,14.9,0.0,0.6,False
14133,2014,10,10,20,245.0,245.0,13.0,120.0,2500.0,36.0,15.5,1016.7,14.5,0.0,0.6,False
